name,index year,overall score,property rights,government integrity,judicial effectiveness,tax burden,government spending,fiscal health,business freedom,labor freedom,monetary freedom,trade freedom,investment freedom,financial freedom,HDI Rank (2017),Country,year,hdi_value,iso3c,date,iso2c,NY.GDP.PCAP.PP.CD,NY.GNP.PCAP.KD.ZG,NY.GNP.PCAP.PP.CD,SI.POV.GINI,SP.POP.TOTL,country,hdi,efree,population,gni_per_cap,gni_per_cap_percent,gdp,gini,gdp_z,gini_z,hdi_z,efree_z,gni_z,gdp_01,hdi_01,efree_01,gini_01,gdp_log01,gni_01,first_gini_year,last_gini_year,years_of_gini,first_gini_value,last_gini_value,gini_change,gini_change_by_year,avg_gini,gini_category,first_efree_year,last_efree_year,years_of_efree,first_efree_value,last_efree_value,efree_change,efree_change_by_year,avg_efree
Netherlands,2003,74.6,90,88,NA,44.1,35.4,NA,70,NA,82.8,81.4,90,90,10,Netherlands,2003,0.883,NLD,2003,NL,33701.1129699522,1.15809695242662,34000,NA,16225302,Netherlands,0.883,74.6,16225302,34000,1.15809695242662,33701.1129699522,NA,1.229013434453358,NA,1.2668054968232212,1.4686819255783807,1.2516413838175529,0.35582992985658635,0.9001426533523539,0.7994579945799456,NA,0.808514976967778,0.3724206789438651,2004,2015,11,29.8,28.2,-1.6000000000000014,-0.1454545454545456,28.633333333333333,more equal,2000,2017,17,70.4,75.8,5.3999999999999915,0.3176470588235289,74.47777777777777
Nicaragua,2003,62.6,30,24,NA,81.8,82.3,NA,55,NA,71.3,79.2,70,70,124,Nicaragua,2003,0.587,NIC,2003,NI,2959.81013625864,1.47303780296568,2850,NA,5240879,Nicaragua,0.587,62.6,5240879,2850,1.47303780296568,2959.81013625864,NA,-0.7191916745672837,NA,-0.420052281889462,0.3014119017804756,-0.7147235377711272,0.02690618984516633,0.47788873038516405,0.6368563685636855,NA,0.3539983076528721,0.026847126691812735,2001,2014,13,52.9,46.2,-6.699999999999996,-0.5153846153846151,47.95,more equal,2000,2017,17,56.9,59.2,2.3000000000000043,0.13529411764705906,59.72222222222222
Niger,2003,54.2,30,10,NA,61,92.1,NA,55,NA,78.7,61,50,50,189,Niger,2003,0.266,NER,2003,NE,659.08553848747,NA,650,NA,12656870,Niger,0.266,54.2,12656870,650,NA,659.08553848747,NA,-0.8649982280525352,NA,-2.2493811567772024,-0.5156771148780583,-0.8536000330358172,0.0022890503722834753,0.019971469329529264,0.5230352303523035,NA,0.0733311753031527,0.002440647881073885,2005,2014,9,44.4,34.3,-10.100000000000001,-1.1222222222222225,36.875,more equal,2000,2017,17,45.9,50.8,4.899999999999999,0.288235294117647,52.69444444444444
Nigeria,2003,49.5,30,10,NA,84.2,75.8,NA,55,NA,65.4,45,50,30,157,Nigeria,2003,0.443,NGA,2003,NG,2650.97624127992,6.20100249116675,2350,40.1,131972533,Nigeria,0.443,49.5,131972533,2350,6.20100249116675,2650.97624127992,40.1,-0.7387637719273485,0.14653475506844396,-1.2406857958577941,-0.9728578741989051,-0.7462863776040113,0.023601749551004286,0.27246790299572043,0.45934959349593485,0.491769547325103,0.333406987536407,0.02130019968937209,2003,2009,6,40.1,43,2.8999999999999986,0.4833333333333331,41.55,less equal,2000,2017,17,53.1,57.1,4,0.23529411764705882,53.58888888888889
Pakistan,2003,55,30,23,NA,65.8,83.9,NA,70,NA,78.1,44.2,50,50,150,Pakistan,2003,0.473,PAK,2003,PK,3037.22283658487,5.39456613026017,3130,NA,147703401,Pakistan,0.473,55,147703401,3130,5.39456613026017,3037.22283658487,NA,-0.7142857075334681,NA,-1.069720480447725,-0.43785911329153154,-0.6970483474647121,0.02773448508865154,0.3152639087018545,0.5338753387533874,NA,0.3588227119507762,0.0299534058131795,2001,2015,14,30.4,33.5,3.1000000000000014,0.22142857142857153,31.5125,less equal,2000,2017,17,56.4,52.8,-3.6000000000000014,-0.21176470588235302,55.483333333333334
Papua New Guinea,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,Papua New Guinea,2003,0.469,PNG,2003,PG,2176.48442588208,-1.30917672787325,1930,NA,6010724,Papua New Guinea,0.469,NA,6010724,1930,-1.30917672787325,2176.48442588208,NA,-0.7688343055006156,NA,-1.0925158558357342,NA,-0.7727991630636339,0.018524813697966665,0.3095577746077033,NA,NA,0.2965552279384947,0.016640781007321942,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,55.8,50.9,-4.899999999999999,-0.288235294117647,53.85454545454545
Paraguay,2003,58.2,30,20,NA,89.8,92.8,NA,55,NA,72.5,64,50,50,110,Paraguay,2003,0.64,PRY,2003,PY,4996.03858607015,-7.50247312437912,4130,54.9,5607950,Paraguay,0.64,58.2,5607950,4130,-7.50247312437912,4996.03858607015,54.9,-0.5901473497214285,1.7026058153836832,-0.11801355799833943,-0.12658710694542305,-0.6339226677989439,0.04869329108980105,0.5534950071326676,0.5772357723577235,0.7962962962962965,0.45182271677640723,0.041047259818060795,2001,2016,15,54.6,47.9,-6.700000000000003,-0.4466666666666669,51.33125,more equal,2000,2017,17,64,62.4,-1.6000000000000014,-0.09411764705882361,60.03333333333333
Peru,2003,64.6,30,41,NA,81.6,88.8,NA,55,NA,84.8,59.8,70,70,89,Peru,2003,0.686,PER,2003,PE,5858.86294567105,1.92407000578841,5670,53.5,26937738,Peru,0.686,64.6,26937738,5670,1.92407000578841,5858.86294567105,53.5,-0.5354665564363909,1.5554099042727823,0.14413325896376694,0.4959569057467926,-0.5367091211136608,0.05792528157726431,0.6191155492154067,0.6639566395663955,0.7674897119341564,0.48159125214658105,0.05813179498557799,2000,2016,16,49.4,43.8,-5.600000000000001,-0.3500000000000001,47.96470588235294,more equal,2000,2017,17,68.7,68.9,0.20000000000000284,0.011764705882353108,66.1
Philippines,2003,61.3,50,29,NA,77.6,88.6,NA,55,NA,74.5,77.4,50,50,113,Philippines,2003,0.637,PHL,2003,PH,3729.01135119279,2.4647810594749,4400,NA,83031954,Philippines,0.637,61.3,83031954,4400,2.4647810594749,3729.01135119279,NA,-0.6704441720653039,NA,-0.13511008953934636,0.17495764920236875,-0.6168787342891864,0.03513643765887194,0.5492154065620543,0.619241192411924,NA,0.3971660819478907,0.04404260039937875,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,62.5,65.6,3.0999999999999943,0.18235294117647025,59.06111111111111
Poland,2003,61.8,70,41,NA,65.6,46.1,NA,70,NA,73.5,70.2,50,70,33,Poland,2003,0.804,POL,2003,PL,12256.303565813,NA,12140,NA,38204570,Poland,0.804,61.8,38204570,12140,NA,12256.303565813,NA,-0.1300339510506405,NA,0.8165968329100391,0.22359390019394815,-0.1282859736761404,0.12637618968164413,0.7874465049928675,0.6260162601626015,NA,0.6195089747678504,0.12990903039715998,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,60,68.3,8.299999999999997,0.4882352941176469,63.08888888888889
Portugal,2003,64.9,70,63,NA,61.8,35.7,NA,70,NA,82.6,81.4,70,50,41,Portugal,2003,0.796,PRT,2003,PT,20839.4475697643,-0.817982634945309,20580,38.7,10458821,Portugal,0.796,64.9,10458821,20580,-0.817982634945309,20839.4475697643,38.7,0.41391583176826485,-6.611560424569064e-4,0.7710060821340207,0.5251386563417414,0.40449476270294343,0.2182135409516732,0.776034236804565,0.6680216802168021,0.4629629629629631,0.7186950498384983,0.2235411581983581,2003,2015,12,38.7,35.5,-3.200000000000003,-0.2666666666666669,36.753846153846155,more equal,2000,2017,17,65.5,62.6,-2.8999999999999986,-0.17058823529411757,64.21111111111111
Romania,2003,50.6,30,28,NA,69.1,62.4,NA,55,NA,50.8,60.2,50,50,52,Romania,2003,0.734,ROU,2003,RO,7820.31372318537,4.97519597958851,7640,NA,21574326,Romania,0.734,50.6,21574326,7640,4.97519597958851,7820.31372318537,NA,-0.4111612058623215,NA,0.41767776361987735,-0.8658581220174303,-0.4123515321720974,0.07891228167542512,0.6875891583452212,0.4742547425474254,NA,0.5355503339466691,0.07998668737519414,2006,2015,9,39.6,35.9,-3.700000000000003,-0.4111111111111114,36.58,more equal,2000,2017,17,52.1,69.7,17.6,1.035294117647059,59.644444444444446
Rwanda,2003,47.8,30,10,NA,67,89.5,NA,40,NA,79.3,34,30,50,158,Rwanda,2003,0.374,RWA,2003,RW,772.448019972548,0.0714874011820541,760,NA,8680346,Rwanda,0.374,47.8,8680346,760,0.0714874011820541,772.448019972548,NA,-0.8578139728244705,NA,-1.6339060213009533,-1.1382211275702754,-0.8466562082725828,0.0035019986844863874,0.17403708987161198,0.4363143631436313,NA,0.10298781197001337,0.0036609718216108274,2000,2013,13,48.5,45.1,-3.3999999999999986,-0.26153846153846144,48.2,more equal,2000,2017,17,42.3,67.6,25.299999999999997,1.4882352941176469,56.416666666666664
Saudi Arabia,2003,63.2,50,50,NA,99.4,66.7,NA,70,NA,88.3,64.4,50,30,39,Saudi Arabia,2003,0.756,SAU,2003,SA,35550.2771916046,7.76032023228352,35670,NA,22556425,Saudi Arabia,0.756,63.2,22556425,35670,7.76032023228352,35550.2771916046,NA,1.346202715712214,NA,0.5430523282539282,0.3597754029703711,1.3570612688593857,0.3756154937597065,0.7189728958630528,0.6449864498644986,NA,0.8184964359864192,0.39094741513201686,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,66.5,64.4,-2.0999999999999943,-0.12352941176470555,63.083333333333336
Senegal,2003,58.1,50,29,NA,59.8,88,NA,55,NA,80.4,61,50,50,164,Senegal,2003,0.407,SEN,2003,SN,1668.45812059608,4.50034888954116,1650,NA,10670990,Senegal,0.407,58.1,10670990,1650,4.50034888954116,1668.45812059608,NA,-0.8010300601447641,NA,-1.4458441743498773,-0.13631435714373907,-0.790474353370049,0.013089067748523532,0.22111269614835946,0.5758807588075879,NA,0.2468860745346177,0.013534501885955182,2001,2011,10,41.2,40.3,-0.9000000000000057,-0.09000000000000057,40.233333333333334,more equal,2000,2017,17,58.9,55.9,-3,-0.17647058823529413,57.13333333333333
Serbia,2003,43.5,30,10,NA,79.8,89.2,NA,40,NA,34.2,68.4,10,30,67,Serbia,2003,0.726,SRB,2003,RS,7197.35048327936,4.41323550392639,7150,NA,7480591,Serbia,0.726,43.5,7480591,7150,4.41323550392639,7197.35048327936,NA,-0.4506409954237036,NA,0.3720870128438588,-1.556492886097858,-0.4432831152083238,0.07224674118522408,0.6761768901569187,0.3780487804878048,NA,0.5200388583452217,0.0745506989128023,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,2017,15,46.6,58.9,12.299999999999997,0.8199999999999998,56.236363636363635
Sierra Leone,2003,42.2,10,10,NA,70.6,75.3,NA,40,NA,81.9,31.8,30,30,184,Sierra Leone,2003,0.325,SLE,2003,SL,870.584912336363,4.68505559759238,850,40.2,5199549,Sierra Leone,0.325,42.2,5199549,850,4.68505559759238,870.584912336363,40.2,-0.8515946269457058,0.15704874871922275,-1.9131493698040662,-1.6829471386759642,-0.8409748971026636,0.004552037254550655,0.10413694721825965,0.3604336043360433,0.4938271604938273,0.12533624526689988,0.004659418682050144,2003,2011,8,40.2,34,-6.200000000000003,-0.7750000000000004,37.1,more equal,2003,2017,14,42.2,52.6,10.399999999999999,0.7428571428571428,48.06
South Africa,2003,67.1,50,48,NA,68,80,NA,70,NA,80.1,68,70,70,113,South Africa,2003,0.615,ZAF,2003,ZA,8426.92361411243,1.36902986331249,8210,NA,47648727,South Africa,0.615,67.1,47648727,8210,1.36902986331249,8426.92361411243,NA,-0.3727177965156215,NA,-0.2604846541733972,0.7391381607046896,-0.3763698947626095,0.08540284569384264,0.5178316690442225,0.6978319783197829,NA,0.5495100208323604,0.08631018415797648,2000,2014,14,57.8,63,5.200000000000003,0.3714285714285716,62.4,less equal,2000,2017,17,63.7,62.3,-1.4000000000000057,-0.08235294117647092,63.416666666666664
Spain,2003,68.8,70,70,NA,52.6,52.2,NA,70,NA,83.3,81.4,70,70,26,Spain,2003,0.833,ESP,2003,ES,25054.2607762802,1.64074001954918,24850,31.8,42187645,Spain,0.833,68.8,42187645,24850,1.64074001954918,25054.2607762802,31.8,0.6810261968339267,-0.7261267179461837,0.9818633044731057,0.9045014140760599,0.6740414148757737,0.2633109179508433,0.8288159771754636,0.7208672086720865,0.32098765432098775,0.7531137489691134,0.27091191479920124,2003,2015,12,31.8,36.2,4.400000000000002,0.36666666666666686,34.53846153846154,less equal,2000,2017,17,65.9,63.6,-2.3000000000000043,-0.13529411764705906,68.21666666666667
Sri Lanka,2003,62.5,50,50,NA,73.4,80.3,NA,70,NA,68.6,70.2,50,50,76,Sri Lanka,2003,0.705,LKA,2003,LK,4931.53670291786,5.68220858919821,4890,NA,19215307,Sri Lanka,0.705,62.5,19215307,4890,5.68220858919821,4931.53670291786,NA,-0.5942351041988025,NA,0.25241129205681023,0.2916846515821596,-0.58594715125296,0.04800313814608855,0.6462196861626248,0.63550135501355,NA,0.4493945466722223,0.04947858886177058,2002,2016,14,41,39.8,-1.2000000000000028,-0.08571428571428592,39.339999999999996,more equal,2000,2017,17,63.2,57.4,-5.800000000000004,-0.3411764705882355,59.855555555555554
Sudan,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,Sudan,2003,0.42,SDN,2003,SD,2154.73532807886,2.97888076501118,1980,NA,29435944,Sudan,0.42,NA,29435944,1980,2.97888076501118,2154.73532807886,NA,-0.7702126369163675,NA,-1.3717592043388473,NA,-0.7696428790803456,0.01829210415309115,0.2396576319543509,NA,NA,0.2946785987407405,0.01719547370756601,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,47.2,48.8,1.5999999999999943,0.0941176470588232,48
Sweden,2003,70,90,90,NA,29.8,2.9,NA,70,NA,86.4,81.4,90,90,7,Sweden,2003,0.908,SWE,2003,SE,31470.6074490243,3.70411871284846,32060,25.3,8958229,Sweden,0.908,70,8958229,32060,3.70411871284846,31470.6074490243,25.3,1.0876569579540056,-1.4095363052467955,1.4092765929982791,1.0212284164558507,1.1291775652659626,0.3319641157748357,0.9358059914407989,0.7371273712737126,0.18724279835390953,0.795719468001265,0.3508986021743954,2003,2015,12,25.3,29.2,3.8999999999999986,0.3249999999999999,27.415384615384617,less equal,2000,2017,17,65.1,74.9,9.800000000000011,0.5764705882352947,70.86111111111111
Switzerland,2003,79,90,84,NA,80.4,55.3,NA,70,NA,88.3,83,70,90,2,Switzerland,2003,0.896,CHE,2003,CH,37710.7989048388,3.13726308077094,40140,NA,7339001,Switzerland,0.896,79,7339001,40140,3.13726308077094,37710.7989048388,NA,1.4831240252170128,NA,1.3408904668342514,1.89668093430428,1.6392330569653697,0.39873249976746683,0.9186875891583453,0.8590785907859078,NA,0.8295208390545236,0.44053694253383624,2006,2015,9,33.9,32.3,-1.6000000000000014,-0.17777777777777792,32.81,more equal,2000,2017,17,76.8,81.5,4.700000000000003,0.2764705882352943,79.74444444444444
Tajikistan,2003,46.5,30,10,NA,74,94,NA,55,NA,46.9,69,30,10,127,Tajikistan,2003,0.578,TJK,2003,TJ,1268.90912178705,7.64667208644205,1200,32.7,6576877,Tajikistan,0.578,46.5,6576877,1200,7.64667208644205,1268.90912178705,32.7,-0.8263511535608401,-0.6315007750891756,-0.4713418765124828,-1.2646753801483814,-0.8188809092196447,0.008814000041827566,0.4650499286733238,0.4186991869918698,0.3395061728395063,0.19573487978698173,0.008542267583758598,2003,2015,12,32.7,34,1.2999999999999972,0.1083333333333331,32.660000000000004,less equal,2000,2017,17,44.8,58.2,13.400000000000006,0.7882352941176474,51.51111111111111
Tanzania,2003,56.9,30,22,NA,80.9,92.2,NA,55,NA,75.1,56.6,50,50,154,Tanzania,2003,0.423,TZA,2003,TZ,1389.64197747664,3.09739019818973,1370,NA,37149072,Tanzania,0.423,56.9,37149072,1370,3.09739019818973,1389.64197747664,NA,-0.8186998068513796,NA,-1.3546626727978404,-0.2530413595235299,-0.8081495436764642,0.010105809391955477,0.24393723252496433,0.5596205962059619,NA,0.2127182186293517,0.010428222764588418,2000,2011,11,37.3,37.8,0.5,0.045454545454545456,38.46666666666666,less equal,2000,2017,17,56,58.6,2.6000000000000014,0.15294117647058833,57.51111111111111
Thailand,2003,65.8,70,32,NA,75.2,93.1,NA,70,NA,87.3,64.8,50,50,83,Thailand,2003,0.674,THA,2003,TH,8855.4946751805,5.75417838133514,8490,NA,64554952,Thailand,0.674,65.8,64554952,8490,5.75417838133514,8855.4946751805,NA,-0.3455574534661368,NA,0.0757471327997392,0.6126839081265835,-0.3586947044561944,0.0899884417250124,0.601997146932953,0.6802168021680215,NA,0.5587794111083025,0.08941646327934324,2000,2015,15,42.8,36,-6.799999999999997,-0.45333333333333314,39.669230769230765,more equal,2000,2017,17,66.6,66.2,-0.3999999999999915,-0.023529411764705382,64.57222222222222
Togo,2003,46.8,30,10,NA,52.3,88.9,NA,40,NA,78.9,61,30,30,165,Togo,2003,0.431,TGO,2003,TG,1011.05623492136,2.34976224805712,1000,NA,5391401,Togo,0.431,46.8,5391401,1000,2.34976224805712,1011.05623492136,NA,-0.842692370921897,NA,-1.3090719220218219,-1.2354936295534342,-0.8315060451527984,0.0060550429351806335,0.2553495007132668,0.4227642276422763,NA,0.15328763557804684,0.006323496782782339,2006,2015,9,42.2,43.1,0.8999999999999986,0.09999999999999984,43.766666666666666,less equal,2001,2017,16,45.3,53.2,7.900000000000006,0.49375000000000036,48.82941176470588
Tunisia,2003,58.1,50,53,NA,68.8,67.9,NA,70,NA,85.4,27.4,50,50,95,Tunisia,2003,0.673,TUN,2003,TN,6832.44028066185,4.15174292740646,6570,NA,9939678,Tunisia,0.673,58.1,9939678,6570,4.15174292740646,6832.44028066185,NA,-0.4737668832534802,NA,0.07004828895273689,-0.13631435714373907,-0.4798960094144694,0.06834229935780349,0.6005706134094152,0.5758807588075879,NA,0.5103163893656901,0.06811626358997115,2000,2010,10,40.8,35.8,-5,-0.5,38.1,more equal,2000,2017,17,61.3,55.7,-5.599999999999994,-0.329411764705882,58.41111111111111
Turkey,2003,51.9,50,36,NA,64.6,45,NA,55,NA,42.9,73.6,50,50,64,Turkey,2003,0.679,TUR,2003,TR,9603.73920563784,4.22930215828157,9430,42.2,66085803,Turkey,0.679,51.9,66085803,9430,4.22930215828157,9603.73920563784,42.2,-0.29813806382868746,0.3673286217347957,0.10424135203475077,-0.739403869439324,-0.29935656557037227,0.09799445860505711,0.6091298145506421,0.4918699186991869,0.5349794238683129,0.5739363570080448,0.09984468604393167,2002,2016,14,41.4,41.9,0.5,0.03571428571428571,40.58,less equal,2000,2017,17,63.4,65.2,1.8000000000000043,0.10588235294117672,59.9
Uganda,2003,60.1,50,19,NA,80.9,78.5,NA,55,NA,84.8,72.8,50,50,162,Uganda,2003,0.43,UGA,2003,UG,969.009943265824,2.9487764411613,950,NA,26624820,Uganda,0.43,60.1,26624820,950,2.9487764411613,969.009943265824,NA,-0.8453570205192752,NA,-1.3147707658688241,0.05823064682257858,-0.8346623291360868,0.0056051588304057475,0.25392296718972895,0.602981029810298,NA,0.14535062289738954,0.005768804082538274,2002,2016,14,45.2,42.8,-2.4000000000000057,-0.17142857142857185,43.22,more equal,2000,2017,17,58.2,60.9,2.6999999999999957,0.15882352941176445,61.53888888888889
Ukraine,2003,51.1,30,21,NA,67.1,68.1,NA,55,NA,64,74.6,30,50,88,Ukraine,2003,0.699,UKR,2003,UA,5206.10663175912,10.6250826888871,5150,28.7,47812950,Ukraine,0.699,51.1,47812950,5150,10.6250826888871,5206.10663175912,28.7,-0.5768344578746757,-1.0520605211203218,0.2182182289747964,-0.8172218710258509,-0.5695344745398603,0.05094096314256694,0.6376604850213979,0.48102981029810293,0.25720164609053503,0.45951886942834985,0.05236299090303972,2002,2016,14,29,25,-4,-0.2857142857142857,26.5,more equal,2000,2017,17,47.8,48.1,0.30000000000000426,0.01764705882352966,49.25
United Kingdom,2003,77.5,90,83,NA,60.9,51,NA,85,NA,85.9,81.4,70,90,14,United Kingdom,2003,0.878,GBR,2003,GB,30043.997226292,2.90574275936719,30390,NA,59647577,United Kingdom,0.878,77.5,59647577,30390,2.90574275936719,30043.997226292,NA,0.9972466933161028,NA,1.2383112775882097,1.750772181329542,1.0237576802241297,0.31669976694296625,0.8930099857346648,0.8387533875338752,NA,0.7870508719691394,0.33237186598624363,2004,2015,11,36,33.2,-2.799999999999997,-0.2545454545454543,34.108333333333334,more equal,2000,2017,17,77.3,76.4,-0.8999999999999915,-0.052941176470587735,77.21666666666667
United States,2003,78.2,90,76,NA,63.5,63.5,NA,85,NA,84.2,81.4,70,90,13,United States,2003,0.893,USA,2003,US,39677.1983481058,2.0696939811087,39960,NA,290107933,United States,0.893,78.2,290107933,39960,2.0696939811087,39677.1983481058,NA,1.607742993465465,NA,1.3237939352932444,1.8188629327177535,1.6278704346255315,0.419772449269114,0.9144079885877319,0.8482384823848237,NA,0.8390189102377841,0.4385400488129576,2000,2016,16,40.4,41.5,1.1000000000000014,0.06875000000000009,40.81666666666666,less equal,2000,2017,17,76.4,75.1,-1.3000000000000114,-0.07647058823529479,78.06111111111112
Uzbekistan,2003,38.3,30,27,NA,72,72.6,NA,40,NA,41.3,22,30,10,105,Uzbekistan,2003,0.614,UZB,2003,UZ,2288.35670262007,3.32126785751454,2260,35.3,25567650,Uzbekistan,0.614,38.3,25567650,2260,3.32126785751454,2288.35670262007,35.3,-0.761744490788539,-0.35813694016893144,-0.26618349802039953,-2.062309896410284,-0.7519676887739304,0.01972181721689108,0.5164051355206848,0.3075880758807587,0.39300411522633744,0.30592116356990806,0.020301752828932772,2000,2003,3,36.1,35.3,-0.8000000000000043,-0.2666666666666681,34.8,more equal,2000,2017,17,38.1,52.3,14.199999999999996,0.8352941176470585,45.416666666666664
Vietnam,2003,46.2,10,26,NA,62.5,83,NA,40,NA,86.5,47.6,30,30,NA,NA,2003,NA,VNM,2003,VN,2518.91314406812,5.61473229619077,2680,NA,82747662,Vietnam,NA,46.2,82747662,2680,5.61473229619077,2518.91314406812,NA,-0.7471331634945506,NA,NA,-1.2938571307433289,-0.7254549033143077,0.022188709638955192,NA,0.4146341463414634,NA,0.3238584137358946,0.024961171510982916,2002,2016,14,37,35.3,-1.7000000000000028,-0.12142857142857164,36.275,more equal,2000,2017,17,43.7,52.4,8.699999999999996,0.5117647058823527,49.35
Zambia,2003,55.3,50,26,NA,75.1,72.8,NA,55,NA,59.6,58.8,50,50,144,Zambia,2003,0.46,ZMB,2003,ZM,1916.10574114258,NA,1860,NA,11421984,Zambia,0.46,55.3,11421984,1860,NA,1916.10574114258,NA,-0.7853355932512955,NA,-1.1438054504587547,-0.40867736269658417,-0.7772179606402377,0.015738831227832022,0.2967189728958631,0.5379403794037939,NA,0.2727464027006939,0.015864211226980254,2002,2015,13,42.1,57.1,15,1.1538461538461537,52.74,less equal,2000,2017,17,62.8,55.8,-7,-0.4117647058823529,57.85
Zimbabwe,2003,36.7,10,29,NA,68.1,63.5,NA,55,NA,32.9,52.2,10,10,156,Zimbabwe,2003,0.428,ZWE,2003,ZW,1609.62992627355,NA,1550,NA,12633897,Zimbabwe,0.428,36.7,12633897,1550,NA,1609.62992627355,NA,-0.8047582491988726,NA,-1.3261684535628286,-2.217945899583338,-0.7967869213366259,0.012459621761820689,0.25106990014265335,0.2859078590785908,NA,0.24017865726803955,0.012425116485467052,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2017,17,48.7,44,-4.700000000000003,-0.2764705882352943,33.43888888888889
Afghanistan,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,Afghanistan,2002,0.373,AFG,2002,AF,875.517610447298,NA,870,NA,21979923,Afghanistan,0.373,NA,21979923,870,NA,875.517610447298,NA,-0.8512820212076546,NA,-1.6396048651479556,NA,-0.8397123835093483,0.004604815808529757,0.17261055634807418,NA,NA,0.12639199199441417,0.00488129576214777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
